Dates,FutRet,xomRet,bpRet,rdsaRet,gb03,DSpot
2/12/2015,3.6197,1.9536,2.4535,-0.0079,0.013,51.21
2/13/2015,2.2941,1.0826,1.4272,1.5762,0.008,52.78
2/16/2015,2.2941,1.0826,1.4272,-0.6207,0.008,52.78
2/17/2015,0.8665,-0.3427,-0.3577,0.5031,0.01,53.53
2/18/2015,-2.6781,-2.1924,-0.0718,1.0357,0.018,52.14
2/19/2015,-0.8307,-1.7251,-1.3413,-1.999,0.018,51.16
2/20/2015,-2.356,0.5367,0.2185,0.6276,0.018,50.34
2/23/2015,-2.8954,-1.012,-0.1453,-0.1213,0.018,49.45
2/24/2015,-0.3865,0.4606,0.8976,0.8326,0.018,49.28
2/25/2015,3.3814,0.2013,0.7694,-0.3613,0.018,50.99
2/26/2015,-3.3244,-1.0603,-1.3123,-0.0345,0.018,48.17
2/27/2015,0.3882,-0.1241,0.1934,1.0708,0.013,49.76
3/2/2015,1.2155,-0.5647,-0.3378,-1.7088,0.013,49.59
3/3/2015,0.9279,-0.4771,1.0654,-1.9471,0.013,50.52
3/4/2015,2.8123,-0.5022,-0.5031,0.3014,0.01,51.53
3/5/2015,-1.5781,-0.5047,-0.8428,-0.0354,0.008,50.76
3/6/2015,-2.512,-1.2797,-2.0155,-0.0531,0.008,49.61
3/9/2015,0.6031,-0.5489,-0.1735,0.4069,0.008,50
3/10/2015,-2.3978,-1.0568,-3.0785,-3.4009,0.013,48.29
3/11/2015,-0.7817,-0.2848,-2.0748,0.2189,0.018,48.17
3/12/2015,-1.8571,0.238,-0.1831,0.7645,0.023,47.05
3/13/2015,-3.669,-0.4156,-1.4675,-2.2399,0.023,44.84
3/16/2015,-2.6793,1.0612,-0.133,0.4435,0.033,43.88
3/17/2015,-2.3853,-0.8023,0.719,1.3613,0.048,43.46
3/18/2015,5.0125,2.3668,4.0455,1.6334,0.03,44.66
3/19/2015,-4.0573,-1.9287,-0.9657,1.2143,0.008,43.96
3/20/2015,2.1766,0.154,2.8997,0.5469,0.003,45.72
3/23/2015,2.1302,1.0528,0.0998,0.6843,0.003,47.45
3/24/2015,0.0596,-1.0652,-1.5695,-1.1677,0.018,47.51
3/25/2015,3.3949,0.4023,1.2655,0.5114,0.03,49.21
3/26/2015,4.8963,-0.6363,-0.4999,-0.9825,0.03,51.43
3/27/2015,-5.8759,-0.8776,-0.5024,-1.3997,0.038,48.87
3/30/2015,0.5251,2.4527,0.5807,1.168,0.018,48.68
3/31/2015,-2.2635,-0.7357,-1.8323,-1.119,0.023,47.6
4/1/2015,4.3943,-0.6353,0.9972,0.5928,0.018,50.09
4/2/2015,-0.1138,-0.1894,0.3797,-1.1786,0.015,49.14
4/3/2015,-0.1138,-0.1894,0.3797,-1.1786,0.013,49.14
4/6/2015,4.9544,0.9846,1.2106,-1.1786,0.008,52.14
4/7/2015,3.4183,0.7283,0.299,3.7224,0.018,53.98
4/8/2015,-5.1941,-1.9708,1.2919,-4.3902,0.025,50.42
4/9/2015,-0.2214,0.7019,1.4226,1.2391,0.023,50.79
4/10/2015,2.1076,1.075,0.4595,1.0799,0.018,51.64
4/13/2015,0.4889,-0.2571,-0.7463,0.9081,0.013,51.91
4/14/2015,1.7297,1.5116,1.3825,0.3,0.018,53.29
4/15/2015,4.729,1.6738,1.4833,1.8297,0.013,56.39
4/16/2015,1.1669,-0.3974,0.3065,1.4167,0.018,56.71
4/17/2015,-0.5015,-0.9119,0.7991,-1.0733,0.018,55.74
4/20/2015,0.252,0.3566,-0.1632,1.3949,0.013,56.38
4/21/2015,-2.2122,-0.4127,-0.0934,-0.8152,0.023,55.26
4/22/2015,-0.4627,0.6676,1.0753,-0.5651,0.023,56.16
4/23/2015,2.0661,0.0915,0.8326,0.3616,0.023,57.74
4/24/2015,-0.4555,-0.6511,-0.3211,-0.6005,0.02,57.15
4/27/2015,-0.7626,0.046,-0.9664,0.3798,0.013,56.99
4/28/2015,0.4098,0.9079,1.0223,-0.6879,0.013,57.06
4/29/2015,2.6531,0.0797,0.253,-1.0909,-0.003,58.58
4/30/2015,1.9384,-0.569,-0.9865,-0.6653,0.003,59.63
5/1/2015,-0.5363,1.6939,0.1622,-0.6653,0.003,59.15
5/4/2015,-0.5882,0.2926,0.4164,1.1984,0.003,58.93
5/5/2015,2.3669,-0.5611,-0.7141,-0.7489,0.008,60.4
5/6/2015,0.289,-0.474,0,-1.2634,0.01,60.93
5/7/2015,-2.9779,-0.669,-1.5765,-1.4928,0.008,58.94
5/8/2015,1.0891,1.5868,2.1038,3.085,0.008,59.39
5/11/2015,-0.1959,-1.6631,-0.3044,0.7525,0.008,59.25
5/12/2015,1.7664,0.2766,0.2583,-1.1464,0.013,60.75
5/13/2015,-0.6268,-0.5286,0.1874,-0.123,0.018,60.5
5/14/2015,-0.3882,0.4737,0.4442,0.0986,0.013,59.88
5/15/2015,-0.0487,0.4369,-0.3492,-1.5873,0.013,59.69
5/18/2015,-0.3899,-0.5724,-0.9811,-0.4168,0.008,59.43
5/19/2015,-3.9628,0.1612,-1.3211,0.2184,0.013,57.26
5/20/2015,1.0698,0.1609,0.5977,0.4903,0.018,58.98
5/21/2015,3.3266,0.0918,1.9487,1.2649,0.013,60.72
5/22/2015,-1.2195,-0.7912,-0.9324,-0.8922,0.013,59.72
5/25/2015,-1.2195,-0.7912,-0.9324,-0.5221,0.013,59.72
5/26/2015,-2.7654,-1.3523,-2.0471,-0.7964,0.013,58.03
5/27/2015,-1.0665,-0.2812,0.3843,0.748,0.008,57.51
5/28/2015,0.4107,0,-0.5743,-0.7244,0.003,57.68
5/29/2015,3.8344,0.1057,-0.2166,-0.8756,0.003,60.3
6/1/2015,0.2462,-0.0822,-1.2301,-1.0858,0.003,60.2
6/2/2015,1.5717,0.0117,1.3431,-0.4093,0.008,61.26
6/3/2015,-2.4662,-0.2232,-0.6506,-0.8593,0.013,59.64
6/4/2015,-2.5285,-0.8593,-1.4795,-1.8843,0.013,58
6/5/2015,1.2208,0.0712,-0.1477,0.5569,0.018,59.13
6/8/2015,-0.9548,0.6763,-0.074,-0.5921,0.013,58.14
6/9/2015,2.5368,-0.3182,0.0493,-0.903,0.013,60.14
6/10/2015,2.1277,0.7449,1.8002,1.3571,0.018,61.43
6/11/2015,-0.7267,-0.1408,0.3391,0.4208,0.013,60.77
6/12/2015,-1.0737,-1.2575,-1.4969,-1.7333,0.01,59.96
6/15/2015,-0.592,-0.3571,0.2941,-0.1938,0.008,59.52
6/16/2015,0.5459,1.1467,-0.0244,0.2719,0.008,59.97
6/17/2015,-0.2468,0.059,0.7333,0.0968,0.003,59.92
6/18/2015,0.7422,0.8852,0.1213,-0.2515,0.003,60.45
6/19/2015,-1.6699,-0.3159,-0.2666,0.4268,0.003,59.61
6/22/2015,0.6993,-0.0469,0.8991,0.8113,0.003,59.68
6/23/2015,1.5377,-0.1174,0.0482,0.5557,0.008,61.01
6/24/2015,-1.2702,-0.4584,0.6981,1.9055,0.003,60.27
6/25/2015,-1.1381,-0.8857,0.1434,-0.5236,0.003,59.7
6/26/2015,0,-0.0834,-1.2891,-0.9774,0.003,59.63
6/29/2015,-2.3524,-1.2402,-2.5151,-2.0501,0.003,58.33
6/30/2015,1.8965,0.4588,-0.8683,-1.6667,0.008,59.47
7/1/2015,-3.9235,-0.9976,-1.7267,0.6504,0.018,56.96
7/2/2015,-0.8901,0.9348,5.1439,0.6658,0.003,56.93
7/3/2015,-0.8901,0.9348,5.1439,-0.6613,0.003,56.93
7/6/2015,-6.3391,-0.7337,-3.3422,-0.7832,0.013,52.53
7/7/2015,0.1692,0.412,-0.5011,-1.9736,0.013,52.33
7/8/2015,-2.1396,-1.086,-1.4102,0.9664,0.013,51.65
7/9/2015,1.8987,-0.4514,-0.0511,0.5982,0.013,52.78
7/10/2015,-0.2259,0.7598,1.9678,0.6739,0.008,52.74
7/13/2015,-0.9055,0.2432,0.1504,1.0435,-0.008,52.2
7/14/2015,1.1993,0.8372,0.9259,1.6368,0.01,53.04
7/15/2015,-2.7652,-0.4211,-0.7191,0.0383,0.013,51.41
7/16/2015,-1.0447,0.1812,-1.2488,0.9966,0.018,50.91
7/17/2015,-0.3519,-0.3618,-1.0622,-0.5123,0.018,50.89
7/20/2015,-1.7657,-1.0289,-0.9458,-0.0572,0.023,50.15
7/21/2015,1.3182,-0.1223,-0.0516,0,0.028,50.36
7/22/2015,-3.3708,0.1592,-2.1172,-1.7939,0.033,49.19
7/23/2015,-1.224,-0.7947,-1.6091,-1.5157,0.033,48.45
7/24/2015,-0.6815,-1.4789,-1.9571,-1.5588,0.033,48.14
7/27/2015,-2.3706,-0.8506,-1.4219,-1.9643,0.033,47.39
7/28/2015,1.278,4.0626,3.4397,0.8792,0.048,47.98
7/29/2015,2.4606,0.8002,0.2682,1.7835,0.051,48.79
7/30/2015,-0.8621,-0.1564,0.7756,4.9383,0.069,48.52
7/31/2015,-3.1677,-4.5778,-1.8843,-0.6452,0.064,47.12
8/3/2015,-3.143,-1.4518,-1.3254,-0.0382,0.069,45.17
8/4/2015,0.7947,-1.1401,0.1645,0.0382,0.079,45.74
8/5/2015,-1.2484,0,-0.1916,2.4064,0.074,45.15
8/6/2015,-1.0645,1.1922,0.0279,-0.317,0.038,44.66
8/7/2015,-2.0847,-1.6135,-0.5574,0.1684,0.064,43.87
8/10/2015,2.2665,2.499,1.6816,-0.4109,0.069,44.96
8/11/2015,-2.6864,-0.673,-0.634,-0.7877,0.104,43.08
8/12/2015,-0.3451,1.6776,1.0818,-0.4915,0.099,43.3
8/13/2015,-2.4238,-0.1777,-1.427,-1.0565,0.091,42.23
8/14/2015,-0.7097,-0.3687,-0.4176,-0.8587,0.084,42.5
8/17/2015,-0.7148,0.5232,-0.671,-0.1181,0.063,41.87
8/18/2015,1.1519,-1.1045,-0.7881,-0.6504,0.069,42.62
8/19/2015,-4.4128,-2.1438,-1.6738,-2.321,0.043,40.8
8/20/2015,-0.4468,-2.1776,-0.8078,-0.4874,0.018,41.14
8/21/2015,-1.0471,-3.2721,-3.5195,-4.2857,0.023,40.45
8/24/2015,-5.5933,-4.7276,-5.9692,-7.7186,0.02,38.24
8/25/2015,1.9215,-0.0146,-1.539,3.4427,0.056,39.31
8/26/2015,0.3142,5.5159,1.2699,-3.4175,0.056,38.6
8/27/2015,9.2404,3.2414,6.2058,5.5273,0.053,42.56
8/28/2015,6.6667,0.2939,0.6963,2.5203,0.056,45.22
8/31/2015,6.7876,0.2265,0.8419,-0.4703,0.003,49.2
9/1/2015,-6.7967,-4.1999,-4.1741,-3.1787,0.038,45.41
9/2/2015,1.8906,1.5954,0.1867,-0.4658,0.013,46.25
9/3/2015,1.6567,0.7647,0.6522,2.5184,0.018,46.75
9/4/2015,-1.6949,-1.8024,-5.2761,-3.5217,0.028,46.05
9/7/2015,-1.6949,-1.8024,-5.2761,-0.0225,0.028,46.05
9/8/2015,-0.3979,1.4353,2.3127,1.7354,0.028,45.94
9/9/2015,-3.3955,-2.0408,-1.6237,1.0855,0.028,44.15
9/10/2015,2.8946,0.7222,1.0032,-2.06,0.018,45.92
9/11/2015,-1.8754,0.2344,-0.6408,-1.1188,0.028,44.63
9/14/2015,-1.7747,-0.2751,-1.0642,-0.181,0.025,44
9/15/2015,1.2509,0.5104,1.4016,1.1789,0.058,44.59
9/16/2015,5.4221,1.9764,3.2787,2.5319,0.053,47.15
9/17/2015,-0.8464,0.2153,-0.0622,-0.743,-0.003,46.9
9/18/2015,-4.0053,-2.3905,-3.1766,-3.7428,-0.013,44.68
9/21/2015,2.9412,0.9769,-0.0965,0.7548,-0.013,46.68
9/22/2015,-0.8638,-0.8857,-2.1571,-2.9739,-0.003,45.83
9/23/2015,-3.2172,-0.6049,-1.5466,0.4913,0.008,44.48
9/24/2015,1.0388,0.5947,0.8021,-3.1432,0.003,44.91
9/25/2015,0.891,0.6875,0.8952,1.5865,-0.018,45.7
9/28/2015,-2.3098,-0.8603,-3.4505,-2.6029,-0.003,44.43
9/29/2015,1.5994,0.5096,0.8509,1.4577,-0.008,45.23
9/30/2015,0.4791,1.8912,3.1387,1.4607,-0.015,45.09
10/1/2015,-0.6812,-0.39,1.3089,1.9825,-0.023,44.74
10/2/2015,1.3032,2.4575,5.0388,1.2034,-0.003,45.54
10/5/2015,1.5572,1.2256,2.9828,4.9623,-0.008,46.26
10/6/2015,4.9333,1.4061,2.4485,3.1373,-0.003,48.53
10/7/2015,-1.0801,1.6819,4.0804,2.8306,-0.003,47.81
10/8/2015,3.0186,1.048,0.7001,0.9244,0.003,49.43
10/9/2015,-0.3117,-0.9621,0,-0.4478,0.003,49.63
10/12/2015,-4.2527,0.0505,-1.6407,-0.7565,0.003,47.1
10/13/2015,-1.6329,-0.1765,-1.8094,-1.4215,0.003,46.66
10/14/2015,-0.0664,1.2633,1.6988,0.1672,-0.003,46.64
10/15/2015,0.5316,1.6467,1.0193,1.0223,-0.003,46.38
10/16/2015,0.5948,1.2273,0.5045,1.8174,0.003,47.26
10/19/2015,-2.5624,-1.8065,-2.5655,-1.4604,-0.003,45.89
10/20/2015,-0.6743,-0.1976,0.0859,-0.3499,0.013,45.55
10/21/2015,-2.0367,-0.767,0.4861,1.2601,0.003,45.2
10/22/2015,0.5544,3.3412,2.2197,0.9792,0.003,45.38
10/23/2015,-1.654,0.1086,-0.5568,-0.7273,0.003,44.6
10/26/2015,-1.822,-2.121,-1.8757,-1.2414,0.018,43.98
10/27/2015,-1.3562,-0.1601,-0.6562,-1.8751,0.018,43.2
10/28/2015,6.2952,1.4675,2.6422,1.449,0.041,45.94
10/29/2015,-0.4084,-0.0608,-0.0839,-0.6417,0.064,46.06
10/30/2015,1.2303,0.6202,-0.028,-0.7083,0.074,46.59
11/2/2015,-0.4051,3.0699,1.6246,0.8393,0.056,46.14
11/3/2015,3.5932,1.841,2.6185,3.5164,0.053,47.9
11/4/2015,-2.8141,-1.0017,-0.7252,0.4221,0.041,46.32
11/5/2015,-2.4916,-1.3608,-2.2277,-2.7622,0.041,45.2
11/6/2015,-1.7265,-0.4009,-1.1814,-0.3911,0.079,44.29
11/9/2015,-1.0541,-2.1191,-0.7116,-0.6406,0.079,43.87
11/10/2015,0.071,0.4881,-0.3154,-0.0832,0.13,44.21
11/11/2015,-2.3421,-0.8865,-1.0929,-1.6445,0.13,42.93
11/12/2015,-2.9797,-2.7077,-2.588,-2.4295,0.13,41.75
11/13/2015,-2.1723,-1.6497,-0.3582,-0.8844,0.119,40.74
11/16/2015,2.5268,3.5851,3.2954,0.6692,0.104,41.74
11/17/2015,-2.8379,-1.1619,-0.8701,3.3459,0.119,40.67
11/18/2015,0.3075,0.9755,2.6916,1.2007,0.114,40.75
11/19/2015,-0.6897,-0.545,0.4274,1.2924,0.094,40.54
11/20/2015,-0.2315,-0.6351,-2.3262,-1.7151,0.099,40.39
11/23/2015,0.6961,0.6141,-0.029,-0.6172,0.109,41.75
11/24/2015,2.3041,1.993,1.656,0.6424,0.16,42.87
11/25/2015,0.5255,-0.7694,0,0.5532,0.175,43.04
11/26/2015,0.5255,-0.7694,0,1.5446,0.175,43.04
11/27/2015,-2.6886,-0.0246,-0.4573,-1.1461,0.17,41.71
11/30/2015,-0.7675,0.5294,-0.6604,-0.5059,0.17,41.65
12/1/2015,0.1547,0.2817,0.4913,-0.2966,0.201,41.85
12/2/2015,-3.6293,-2.8575,-2.7322,0.3825,0.209,39.94
12/3/2015,2.3237,-1.4331,-1.6558,-3.9585,0.206,41.08
12/4/2015,-2.4276,0.5739,-1.7739,-2.0939,0.216,39.97
12/7/2015,-5.939,-2.6122,-4.3159,-4.0747,0.231,37.65
12/8/2015,-0.3413,-2.8255,0.032,-0.751,0.272,37.51
12/9/2015,-1.0274,1.3399,1.7269,1.3715,0.252,37.16
12/10/2015,-1.6436,0.0793,-0.0314,-0.6765,0.231,36.76
12/11/2015,-2.6385,-1.7836,-3.1761,-4.3917,0.221,35.62
12/14/2015,0.813,2.2733,-1.8513,-3.5372,0.206,36.31
12/15/2015,2.1505,4.4719,1.7538,3.7433,0.247,37.35
12/16/2015,-3.5965,-0.3525,0.3902,-0.5155,0.252,35.52
12/17/2015,-2.2748,-1.5035,-1.6845,-0.2961,0.221,34.95
12/18/2015,-0.7449,-0.8722,-0.659,0.4702,0.175,34.73
12/21/2015,0,-0.0259,-0.0663,-2.1675,0.16,34.74
12/22/2015,1.0319,0.5048,2.1905,2.1148,0.191,36.14
12/23/2015,4.5497,3.2711,5.0666,5.4734,0.196,37.5
12/24/2015,0.3552,-1.0725,-0.711,0.3974,0.201,38.1
12/25/2015,0.3552,-1.0725,-0.711,0.3974,0.201,38.1
12/28/2015,-3.2743,-0.7437,-1.2765,-2.7707,0.196,36.81
12/29/2015,3.0192,0.5334,0.5046,2.1312,0.196,37.87
12/30/2015,-2.9307,-1.3264,-1.7571,-0.6565,0.147,36.6
12/31/2015,0.6404,-0.2048,-0.1597,-0.4248,0.165,37.04
1/1/2016,0.6404,-0.2048,-0.1597,-0.4248,0.165,37.04
1/4/2016,-0.1818,-0.6286,-0.6398,-1.2799,0.165,36.76
1/5/2016,-2.9144,0.8521,-0.4185,1.0324,0.201,35.97
1/6/2016,-5.1595,-0.8321,-2.0369,-2.3289,0.201,33.97
1/7/2016,-2.0772,-1.6006,-2.8713,-3.747,0.201,33.27
1/8/2016,-1.0101,-2.0202,-1.7669,-6.3953,0.196,33.16
1/11/2016,-5.6122,-1.3389,-0.2421,-1.0802,0.191,31.41
1/12/2016,-0.8649,2.0491,-0.6588,-0.7644,0.211,30.44
1/13/2016,-0.8724,0.5984,0.4188,0.0275,0.221,30.48
1/14/2016,1.5402,4.5869,7.1602,2.7503,0.247,31.2
1/15/2016,-4.7671,-1.9464,-5.4168,-4.3362,0.231,29.42
1/18/2016,-4.7671,-1.9464,-5.4168,-0.6995,0.231,29.42
1/19/2016,-3.413,-1.521,-0.823,1.0425,0.242,28.46
1/20/2016,-2.9446,-4.2147,-1.5906,-7.0273,0.262,26.55
1/21/2016,3.8835,1.2572,3.5137,4.5591,0.282,29.53
1/22/2016,8.2944,3.3333,3.021,6.4257,0.298,32.19
1/25/2016,-7.8749,-3.3825,-2.8995,-0.2156,0.287,30.34
1/26/2016,5.0351,3.6767,4.3095,2.4581,0.313,31.45
1/27/2016,2.3411,-1.8383,-0.1952,2.0037,0.318,32.3
1/28/2016,5.6645,2.2579,3.9439,2.1711,0.328,33.22
1/29/2016,-0.5155,1.117,1.5052,1.1637,0.313,33.62
2/1/2016,-6.5285,-2.0039,-2.0698,-0.6002,0.303,31.62
2/2/2016,-4.9889,-2.2283,-8.4543,-4,0.338,29.88
2/3/2016,8.9848,5.2152,2.2054,0.1834,0.333,32.28
2/4/2016,-2.3555,1.7202,3.203,4.7345,0.293,31.72
2/5/2016,-2.3026,0.3132,-0.49,0.4995,0.292,30.89
2/8/2016,-3.0303,1.3487,-1.7728,-1.6402,0.267,29.69
2/9/2016,-5.3241,-0.4312,-3.242,-4.3962,0.308,27.94
2/10/2016,-2.6895,-0.9116,-1.0708,-0.1057,0.308,27.45
2/11/2016,0.4059,0.3151,-1.4265,-2.037,0.282,26.21
2/12/2016,4.2252,1.7965,4.9928,6.7243,0.282,29.44
2/15/2016,4.2252,1.7965,4.9928,1.7206,0.282,29.44
2/16/2016,-0.2401,0.2345,0.1378,0.5473,0.282,29.04
2/17/2016,5.6558,0.9604,3.0626,4.7006,0.303,30.66
2/18/2016,-1.3667,0.5488,-0.5676,-0.5772,0.293,30.77
2/19/2016,-1.2702,0.0606,-0.1007,-1.9403,0.292,29.64
2/22/2016,4.2105,-0.1333,1.8487,3.0423,0.303,31.48
2/23/2016,-4.826,-1.4079,-4.2904,-3.0005,0.323,31.87
2/24/2016,1.2972,0.357,-1.5862,-2.8211,0.333,32.15
2/25/2016,2.4447,0.6011,0.4205,2.4955,0.323,33.07
2/26/2016,-0.2273,-0.317,1.1863,3.8012,0.313,32.78
2/29/2016,2.5057,-1.9572,0.3103,1.2207,0.318,33.75
3/1/2016,1.6667,1.4099,1.8563,0.3074,0.328,34.4
3/2/2016,1.6393,1.747,1.9575,1.4616,0.298,34.66
3/3/2016,-0.5376,-0.3628,2.1847,0.2788,0.277,34.57
3/4/2016,4.3243,-0.1335,0.907,0.7183,0.267,35.92
3/7/2016,4.7668,2.637,1.1236,0,0.277,37.9
3/8/2016,-4.55,-2.1667,-4.5397,-1.4033,0.303,36.5
3/9/2016,5.1813,-0.2783,0.7649,2.1465,0.303,38.29
3/10/2016,-1.0837,-0.267,-1.5512,-3.8145,0.313,37.84
3/11/2016,1.494,0.0122,2.4137,2.351,0.318,38.5
3/14/2016,-3.0422,0.2677,-1.964,-0.0464,0.318,37.18
3/15/2016,-1.8219,0.4975,-1.0351,-1.5088,0.333,36.34
3/16/2016,4.9485,0.0604,2.9352,2.4982,0.298,38.46
3/17/2016,3.6346,1.4843,3.3759,2.0005,0.282,40.2
3/18/2016,-0.6635,0.1189,-0.6658,-1.5555,0.29,39.44
3/21/2016,1.0496,-0.6888,-0.6703,-0.1603,0.303,39.91
3/22/2016,-0.4721,0.5979,-0.5784,-0.5734,0.298,41.45
3/23/2016,-4.0797,-0.4398,-2.3917,-0.9458,0.303,39.79
3/24/2016,-0.4946,0.2746,0.7285,-0.6521,0.282,39.46
3/25/2016,-0.4946,0.2746,0.7285,-0.6521,0.282,39.46
3/28/2016,-0.497,0.2858,0,-0.6521,0.267,39.39
3/29/2016,-2.0979,0.3681,-0.2301,-0.9611,0.226,38.28
3/30/2016,-0.7143,-0.0118,1.911,2.8639,0.196,38.32
3/31/2016,-0.3083,-1.1003,-2.4248,-1.7948,0.201,38.34
4/1/2016,-3.8228,-0.7537,-2.0212,-2.2493,0.226,36.79
4/4/2016,-2.6711,0.2411,0.0338,1.0307,0.196,35.7
4/5/2016,0.5507,-1.1424,-2.1974,-2.586,0.216,35.89
4/6/2016,5.1479,1.338,1.2789,0.9498,0.231,37.75
4/7/2016,-0.9375,-1.1283,-0.5802,-0.0241,0.231,37.26
4/8/2016,5.4679,1.0198,3.5015,4.0541,0.226,39.72
4/11/2016,2.4925,0.1322,0.5307,0.7885,0.216,40.36
4/12/2016,3.5019,1.2362,2.9363,1.7717,0.226,42.17
4/13/2016,-1.2218,0.5691,0.5769,3.2105,0.226,41.76
4/14/2016,-0.2854,0.7073,-1.4659,0.6572,0.221,41.5
4/15/2016,-2.1947,-0.5385,-0.8732,-0.0871,0.221,40.36
4/18/2016,-0.7805,0.9533,1.3377,-0.3921,0.206,39.78
4/19/2016,2.6549,0.5013,2.2537,0.4592,0.211,41.08
4/20/2016,3.0651,0.6844,0.3149,1.0013,0.226,42.63
4/21/2016,-0.3717,-0.0115,-0.3766,0.9483,0.231,43.18
4/22/2016,0.3731,0.8526,1.2917,-0.064,0.231,43.73
4/25/2016,-1.9517,-0.2285,-1.1198,-2.2431,0.252,42.64
4/26/2016,2.4645,0.3435,5.3476,0.6119,0.247,44.04
4/27/2016,3.0527,0.9472,1.0451,1.8679,0.237,45.33
4/28/2016,0.7181,-0.4861,-1.0343,0.7249,0.211,46.03
4/29/2016,0.713,0.4203,0.2687,-2.6249,0.211,45.92
5/2/2016,-2.2124,0.8258,0.1191,-0.1304,0.191,44.78
5/3/2016,-2.8054,-1.1444,-3.1529,-2.2203,0.201,43.65
5/4/2016,0.4655,-0.1929,-1.6585,-2.7605,0.191,43.78
5/5/2016,1.0195,0.1137,0.5092,1.7399,0.191,44.32
5/6/2016,0.5505,0.5338,0,0.5176,0.196,44.66
5/9/2016,-2.5547,0.0678,-1.5833,-2.552,0.216,43.44
5/10/2016,2.9026,1.6033,1.9305,1.4013,0.247,44.66
5/11/2016,3.1847,-0.4778,-0.0316,0.657,0.257,46.23
5/12/2016,0.97,0.9684,0.5999,-0.1576,0.267,46.7
5/13/2016,-0.6987,-1.1264,-1.2241,0.0451,0.267,46.21
5/16/2016,3.4301,1.0264,1.8748,0.9238,0.267,47.72
5/17/2016,1.3605,-0.0447,0.4991,0.8931,0.287,48.31
5/18/2016,-1.8456,-0.201,-0.2793,0.2434,0.298,48.19
5/19/2016,0.7692,0.8506,-0.4669,-2.4627,0.303,48.16
5/20/2016,-0.3393,-0.4106,-0.1563,1.3149,0.308,47.75
5/23/2016,-0.766,-0.156,-1.472,-1.3206,0.323,48.08
5/24/2016,1.3722,0.0781,1.2079,1.246,0.349,48.62
5/25/2016,1.7766,0.658,3.2035,2.3245,0.328,49.56
5/26/2016,-0.665,-0.5096,-0.7912,-0.4232,0.29,49.48
5/27/2016,0.251,0.2339,-0.7362,-0.4921,0.313,49.33
5/30/2016,0.251,0.2339,-0.7362,0.3372,0.313,49.33
5/31/2016,-0.9182,-1.0999,-2.9666,-1.6129,0.287,49.1
6/1/2016,0.5055,0.2471,-0.1911,-0.9791,0.292,49.01
6/2/2016,-0.5868,-0.7956,0.5743,0.046,0.276,49.17
6/3/2016,-0.3373,-0.1807,1.1421,-0.1609,0.282,48.62
6/6/2016,1.8613,1.0977,2.0389,1.0589,0.261,49.69
6/7/2016,1.495,1.5335,1.66,3.6674,0.266,50.36
6/8/2016,1.7185,0.0882,0.6048,1.9336,0.236,51.23
6/9/2016,-1.4481,-0.1322,-0.6913,-0.6682,0.251,50.56
6/10/2016,-3.102,-0.761,-2.4818,-0.8681,0.246,49.07
6/13/2016,-0.9267,0.6779,-1.1173,-1.007,0.256,48.88
6/14/2016,-0.2551,-0.1766,-2.919,-2.9854,0.267,48.49
6/15/2016,-2.2165,-0.2986,0.7113,-0.2052,0.257,48.01
6/16/2016,-2.8771,1.1757,2.825,0.5939,0.257,46.21
6/17/2016,4.6679,-0.5481,2.2479,2.6567,0.257,47.98
6/20/2016,2.1441,0.4409,2.0458,3.6054,0.252,49.37
6/21/2016,-0.1679,0.45,2.1843,1.2169,0.271,48.85
6/22/2016,-1.2616,-0.3933,-0.7613,0.0422,0.266,49.13
6/23/2016,2.0443,0.691,2.1835,2.1716,0.287,50.11
6/24/2016,-4.8414,-2.6253,-4.7647,-3.9208,0.251,47.64
6/27/2016,-1.8421,-0.5929,-3.0018,-0.3007,0.246,46.33
6/28/2016,2.5022,2.307,3.9075,0.8186,0.256,47.85
6/29/2016,2.7899,1.705,4.6631,4.7436,0.261,49.88
6/30/2016,-1.866,1.3844,2.0696,0.6528,0.261,48.33
7/1/2016,1.815,0.1067,1.3799,0.831,0.256,48.99
7/4/2016,1.815,0.1067,1.3799,-0.804,0.256,48.99
7/5/2016,-5.0934,-0.8738,-0.2778,0.6484,0.246,46.6
7/6/2016,1.3417,1.1503,-0.9192,-1.7918,0.271,47.43
7/7/2016,-4.5013,-1.201,-0.4779,0.8405,0.287,45.14
7/8/2016,0.0924,0.6239,1.4689,0.6099,0.276,45.41
7/11/2016,-1.662,0.3742,0.529,0.1616,0.284,44.76
7/12/2016,5.0704,1.129,2.2155,1.8761,0.293,46.8
7/13/2016,-3.9321,-0.0737,-0.9483,-1.5842,0.303,44.75
7/14/2016,1.1163,0.0738,0,0.8853,0.313,45.68
7/15/2016,1.104,0.179,0,-0.2992,0.303,45.95
7/18/2016,-1.5469,-0.3154,-1.0667,-0.3401,0.298,45.24
7/19/2016,-1.1091,-0.3691,-0.3871,0.7427,0.312,44.65
7/20/2016,0.2804,-0.5716,-0.1943,-0.2789,0.322,44.94
7/21/2016,-2.2367,-0.0852,-0.3337,0.2797,0.312,44.75
7/22/2016,-0.6673,0.1705,0.0837,-0.2989,0.317,44.19
7/25/2016,-2.7831,-1.9253,-2.7042,-2.2382,0.307,43.13
7/26/2016,-0.4936,-0.7267,-0.8883,0.7972,0.307,42.92
7/27/2016,-1.7857,-0.6774,-0.0578,-0.6692,0.282,41.92
